순번,학원명,연락처,주소,설립·운영자,교습과정,정원,교습기간(일),총교습시간(분),교습비세부내역,,,"적용일
(최종교습비 
변경일)"
,,,,,보습,,,,0,0,0,
,,,,,초등영어(수학)단과,,,,0,0,0,
1221,비상잉글리시아이영어수학대동우방점학원,054-231-0708,"경상북도 포항시 북구 중앙로419번길 19 , 119동 202호(우현동)",3,보통교과,10,1개월0일,1134,"250,000","250,000",0,20221230
,,,,,보습,,,,0,0,0,
,,,,,수학(고등),,,,0,0,0,
1222,비상잉글리시아이영어수학대동우방점학원,054-231-0708,"경상북도 포항시 북구 중앙로419번길 19 , 119동 202호(우현동)",3,보통교과,15,1개월0일,1134,"210,000","210,000",0,20221230
,,,,,보습,,,,0,0,0,
,,,,,수학(중등),,,,0,0,0,
1223,비상잉글리시아이영어수학대동우방점학원,054-231-0708,"경상북도 포항시 북구 중앙로419번길 19 , 119동 202호(우현동)",3,보통교과,15,1개월0일,1134,"180,000","180,000",0,20221230
,,,,,보습,,,,0,0,0,
,,,,,수학(초등),,,,0,0,0,
1224,비상잉글리시아이영어수학대동우방점학원,054-231-0708,"경상북도 포항시 북구 중앙로419번길 19 , 119동 202호(우현동)",3,보통교과,10,1개월0일,1134,"250,000","250,000",0,20221230
,,,,,보습,,,,0,0,0,
,,,,,영어(고등),,,,0,0,0,
1225,비상잉글리시아이영어수학대동우방점학원,054-231-0708,"경상북도 포항시 북구 중앙로419번길 19 , 119동 202호(우현동)",3,보통교과,15,1개월0일,1890,"210,000","210,000",0,20221230
,,,,,보습,,,,0,0,0,
,,,,,영어(중등),,,,0,0,0,
1226,비상잉글리시아이영어수학대동우방점학원,054-231-0708,"경상북도 포항시 북구 중앙로419번길 19 , 119동 202호(우현동)",3,보통교과,15,1개월0일,1260,"180,000","180,000",0,20221230
,,,,,보습,,,,0,0,0,
,,,,,영어(초등),,,,0,0,0,
1227,비엠티몰입영어수학학원,054-275-4313,"경상북도 포항시 남구 연일읍 유강길 22 , 202호 (연일읍,유강청구아파트)",5,보통교과,10,1개월0일,1400,"270,000","270,000",0,20170526
,,,,,보습,,,,0,0,0,
,,,,,수학(고등),,,,0,0,0,
1228,비엠티몰입영어수학학원,054-275-4313,"경상북도 포항시 남구 연일읍 유강길 22 , 202호 (연일읍,유강청구아파트)",5,보통교과,10,1개월0일,1400,"200,000","200,000",0,20170526
,,,,,보습,,,,0,0,0,
,,,,,수학(고등),,,,0,0,0,
1229,비엠티몰입영어수학학원,054-275-4313,"경상북도 포항시 남구 연일읍 유강길 22 , 202호 (연일읍,유강청구아파트)",5,보통교과,10,1개월0일,1400,"250,000","250,000",0,20170526
,,,,,보습,,,,0,0,0,
,,,,,수학(중등),,,,0,0,0,
1230,비엠티몰입영어수학학원,054-275-4313,"경상북도 포항시 남구 연일읍 유강길 22 , 202호 (연일읍,유강청구아파트)",5,보통교과,10,1개월0일,1400,"200,000","200,000",0,20170526
,,,,,보습,,,,0,0,0,
,,,,,수학(초등),,,,0,0,0,
1231,비엠티몰입영어수학학원,054-275-4313,"경상북도 포항시 남구 연일읍 유강길 22 , 202호 (연일읍,유강청구아파트)",5,보통교과,10,1개월0일,1400,"270,000","270,000",0,20170526
,,,,,보습,,,,0,0,0,
,,,,,영어(고등),,,,0,0,0,
1232,비엠티몰입영어수학학원,054-275-4313,"경상북도 포항시 남구 연일읍 유강길 22 , 202호 (연일읍,유강청구아파트)",5,보통교과,10,1개월0일,1400,"250,000","250,000",0,20170526
,,,,,보습,,,,0,0,0,
,,,,,영어(초등),,,,0,0,0,
1233,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,3,1개월0일,924,"220,000","220,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,고등국어1,,,,0,0,0,
1234,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,8,1개월0일,1386,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,고등국어2,,,,0,0,0,
1235,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,8,1개월0일,1386,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,0,
1236,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,8,1개월0일,1386,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등1,,,,0,0,0,
1237,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,4,1개월0일,1596,"380,000","380,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등2,,,,0,0,0,
1238,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,8,1개월0일,2016,"480,000","480,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등3,,,,0,0,0,
1239,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,3,1개월0일,2260,"530,000","530,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등4,,,,0,0,0,
1240,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,4,1개월0일,1344,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등1,,,,0,0,0,
1241,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,6,1개월0일,1575,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등2,,,,0,0,0,
1242,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,3,1개월0일,1827,"380,000","380,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등3,,,,0,0,0,
1243,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,3,1개월0일,2079,"430,000","430,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등4,,,,0,0,0,
1244,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,3,1개월0일,2331,"480,000","480,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등5,,,,0,0,0,
1245,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,4,1개월0일,1575,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학초등,,,,0,0,0,
1246,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,3,1개월0일,1344,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,중등국어,,,,0,0,0,
1247,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,5,1개월0일,1344,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,중등영어1,,,,0,0,0,
1248,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,3,1개월0일,1596,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,중등영어2,,,,0,0,0,
1249,비오비수학학원,054-252-5821,"경상북도 포항시 북구 대곡로 29 , 4층 (두호동)",5,보통교과,4,1개월0일,1596,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
1250,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,924,"220,000","220,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,고등국어1,,,,0,0,0,
1251,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1386,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,고등국어2,,,,0,0,0,
1252,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1386,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,0,
1253,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,20,1개월0일,1386,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등1,,,,0,0,0,
1254,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,20,1개월0일,1596,"380,000","380,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등2,,,,0,0,0,
1255,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,2016,"480,000","480,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등3,,,,0,0,0,
1256,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,2260,"530,000","530,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학고등4,,,,0,0,0,
1257,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1344,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등1,,,,0,0,0,
1258,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,10,1개월0일,1575,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등2,,,,0,0,0,
1259,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1827,"380,000","380,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등3,,,,0,0,0,
1260,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,2079,"430,000","430,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등4,,,,0,0,0,
1261,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,2331,"480,000","480,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학중등5,,,,0,0,0,
1262,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1575,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,수학초등,,,,0,0,0,
1263,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1344,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,중등국어,,,,0,0,0,
1264,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1344,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,중등영어1,,,,0,0,0,
1265,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1596,"330,000","330,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,중등영어2,,,,0,0,0,
1266,비오비학원,,"경상북도 포항시 북구 대곡로 52 , 4층 (두호동, 영성빌딩)",6,보통교과,5,1개월0일,1596,"280,000","280,000",0,20241211
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
1267,비욘드잉글리쉬연일점학원,054-285-0579,"경상북도 포항시 남구 연일읍 연일로159번길 16-1 , 2층",5,보통교과,15,1개월0일,1440,"300,000","300,000",0,20240321
,,,,,보습,,,,0,0,0,
,,,,,영어(고등),,,,0,0,0,
1268,비욘드잉글리쉬연일점학원,054-285-0579,"경상북도 포항시 남구 연일읍 연일로159번길 16-1 , 2층",5,보통교과,15,1개월0일,1440,"220,000","220,000",0,20240321
,,,,,보습,,,,0,0,0,
,,,,,영어(중등),,,,0,0,0,
1269,비욘드잉글리쉬연일점학원,054-285-0579,"경상북도 포항시 남구 연일읍 연일로159번길 16-1 , 2층",5,보통교과,20,1개월0일,1200,"180,000","180,000",0,20240321
,,,,,보습,,,,0,0,0,
,,,,,영어(초등),,,,0,0,0,
1270,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,11,1개월0일,1344,"300,000","300,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등수학A,,,,0,0,0,
1271,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,9,1개월0일,1596,"350,000","350,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등수학B,,,,0,0,0,
1272,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,8,1개월0일,1764,"400,000","400,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등수학C,,,,0,0,0,
1273,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,44,1개월0일,2016,"450,000","450,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등수학D,,,,0,0,0,
1274,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,4,1개월0일,2205,"500,000","500,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등수학E,,,,0,0,0,
1275,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,4,1개월0일,2646,"600,000","600,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등수학F,,,,0,0,0,
1276,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,11,1개월0일,1344,"300,000","300,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등영어A,,,,0,0,0,
1277,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,9,1개월0일,1596,"350,000","350,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등영어B,,,,0,0,0,
1278,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,8,1개월0일,1764,"400,000","400,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등영어C,,,,0,0,0,
1279,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,4,1개월0일,2016,"450,000","450,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등영어D,,,,0,0,0,
1280,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,4,1개월0일,2205,"500,000","500,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등영어E,,,,0,0,0,
1281,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,4,1개월0일,2646,"600,000","600,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,고등영어F,,,,0,0,0,
1282,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,8,1개월0일,1596,"300,000","300,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,중등수학A,,,,0,0,0,
1283,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,8,1개월0일,1848,"350,000","350,000",0,20230830
,,,,,보습,,,,0,0,0,
,,,,,중등수학B,,,,0,0,0,
1284,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,8,1개월0일,1596,"300,000","300,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,중등영어A,,,,0,0,0,
1285,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,8,1개월0일,1848,"350,000","350,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,중등영어B,,,,0,0,0,
1286,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,12,1개월0일,1701,"250,000","250,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,초등수학A,,,,0,0,0,
1287,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,12,1개월0일,1890,"300,000","300,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,초등수학B,,,,0,0,0,
1288,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,12,1개월0일,1701,"250,000","250,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,초등영어A,,,,0,0,0,
1289,비케이영수전문고등관학원,,"경상북도 포항시 북구 새천년대로 1047 , 2층 및 3층(창포동)",8,보통교과,12,1개월0일,1890,"300,000","300,000",0,20230829
,,,,,보습,,,,0,0,0,
,,,,,초등영어B,,,,0,0,0,
1290,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,11,1개월0일,1596,"350,000","350,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,고등수학1,,,,0,0,0,
1291,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,4,1개월0일,1764,"400,000","400,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,고등수학2,,,,0,0,0,
1292,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,10,1개월0일,1596,"350,000","350,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,고등영어1,,,,0,0,0,
1293,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,4,1개월0일,1764,"400,000","400,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,고등영어2,,,,0,0,0,
1294,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,16,1개월0일,1596,"300,000","300,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,0,
1295,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,11,1개월0일,1596,"300,000","300,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
1296,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,20,1개월0일,1701,"250,000","250,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,초등수학,,,,0,0,0,
1297,비케이영수전문학원,054-251-7722,"경상북도 포항시 북구 새천년대로 1041 , 쌍용상가 A동 301호 (창포동,쌍용상가)",9,보통교과,20,1개월0일,1701,"250,000","250,000",0,20210625
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
1298,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1440,"250,000","250,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,고등수학A,,,,0,0,0,
1299,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1440,"300,000","300,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,고등수학B,,,,0,0,0,
1300,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1800,"350,000","350,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,고등수학C,,,,0,0,0,
1301,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1800,"400,000","400,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,고등수학D,,,,0,0,0,
1302,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1440,"250,000","250,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,중등수학A,,,,0,0,0,
1303,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1800,"300,000","300,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,중등수학B,,,,0,0,0,
1304,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,960,"150,000","150,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,초등수학A,,,,0,0,0,
1305,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1280,"200,000","200,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,초등수학B,,,,0,0,0,
1306,비투스수학학원,,"경상북도 포항시 북구 우현동 , 우현1지구내 5B 8L, 2층 (우현동)",2,보통교과,8,1개월0일,1600,"250,000","250,000",0,20230111
,,,,,보습,,,,0,0,0,
,,,,,초등수학C,,,,0,0,0,
1307,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,10,1개월0일,1000,"240,000","240,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등A,,,,0,0,0,
1308,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,30,1개월0일,2000,"480,000","480,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등B,,,,0,0,0,
1309,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,20,1개월0일,2520,"600,000","600,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등C,,,,0,0,0,
1310,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,20,1개월0일,2880,"690,000","690,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등D,,,,0,0,0,
1311,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,20,1개월0일,3000,"720,000","720,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등E,,,,0,0,0,
1312,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,10,1개월0일,960,"200,000","200,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등A,,,,0,0,0,
1313,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,20,1개월0일,1840,"380,000","380,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등B,,,,0,0,0,
1314,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,20,1개월0일,1920,"400,000","400,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등C,,,,0,0,0,
1315,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,10,1개월0일,2760,"570,000","570,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등D,,,,0,0,0,
1316,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,20,1개월0일,2880,"600,000","600,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등E,,,,0,0,0,
1317,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,10,1개월0일,1680,"300,000","300,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,초등A,,,,0,0,0,
1318,빅토리아그린수학학원,,"경상북도 포항시 남구 대이로143번길 6-5 , 2층(이동)",4,보통교과,10,1개월0일,2280,"400,000","400,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,초등B,,,,0,0,0,
1319,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,10,1개월0일,1000,"240,000","240,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등A,,,,0,0,0,
1320,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,25,1개월0일,2000,"480,000","480,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등B,,,,0,0,0,
1321,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,10,1개월0일,2520,"600,000","600,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등C,,,,0,0,0,
1322,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,25,1개월0일,2880,"690,000","690,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등D,,,,0,0,0,
1323,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,16,1개월0일,3000,"720,000","720,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,고등E,,,,0,0,0,
1324,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,10,1개월0일,960,"200,000","200,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등A,,,,0,0,0,
1325,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,16,1개월0일,1840,"380,000","380,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등B,,,,0,0,0,
1326,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,16,1개월0일,1920,"400,000","400,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등C,,,,0,0,0,
1327,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,10,1개월0일,2760,"570,000","570,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등D,,,,0,0,0,
1328,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,10,1개월0일,2880,"600,000","600,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,중등E,,,,0,0,0,
1329,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,10,1개월0일,1680,"300,000","300,000",0,20250227
,,,,,보습,,,,0,0,0,
,,,,,초등A,,,,0,0,0,
1330,빅토리아수학학원,,"경상북도 포항시 남구 대이로159번길 3 , 2층 (이동, 탑정빌딩)",4,보통교과,10,1개월0일,2280,"400,000","400,000",0,20250227
,,,,,보습,,,,0,0,0,
